planner_name,planning_time,attempts,states_explored,node_count,tree_depth,success
RRTConnect,0.6801578998565674,1,0,0,0,0
RRTConnect,0.14726591110229492,1,95,38,19,1
RRTConnect,0.08012700080871582,1,95,38,19,1
RRTConnect,0.09807085990905762,1,85,34,17,1
RRTConnect,0.08538198471069336,1,110,44,22,1
RRTConnect,0.04402732849121094,1,85,34,17,1
RRTConnect,0.08137202262878418,1,105,42,21,1
RRTConnect,0.04880833625793457,1,125,50,25,1
RRTConnect,0.059417009353637695,1,90,36,18,1
RRTConnect,0.0530247688293457,1,110,44,22,1
RRTConnect,0.06286883354187012,1,100,40,20,1
RRTConnect,0.06512737274169922,1,65,26,13,1
RRTConnect,0.04202914237976074,1,85,34,17,1
RRTConnect,0.05761432647705078,1,125,50,25,1
RRTConnect,0.05222606658935547,1,115,46,23,1
RRTConnect,0.04958629608154297,1,75,30,15,1
RRTConnect,0.048670053482055664,1,130,52,26,1
RRTConnect,0.22951674461364746,1,0,0,0,0
RRTConnect,0.06060290336608887,1,105,42,21,1
RRTConnect,0.0428776741027832,1,130,52,26,1
RRTConnect,0.1347675323486328,1,0,0,0,0
RRTConnect,0.0488133430480957,1,90,36,18,1
RRTConnect,0.04499077796936035,1,125,50,25,1
RRTConnect,0.03917074203491211,1,90,36,18,1
RRTConnect,0.03916478157043457,1,95,38,19,1
RRTConnect,0.02005481719970703,1,70,28,14,1
RRTConnect,0.04258084297180176,1,120,48,24,1
RRTConnect,0.04700756072998047,1,120,48,24,1
RRTConnect,0.03004741668701172,1,90,36,18,1
RRTConnect,0.035001277923583984,1,85,34,17,1
RRTConnect,0.04320693016052246,1,85,34,17,1
RRTConnect,0.04720783233642578,1,110,44,22,1
RRTConnect,0.045752763748168945,1,110,44,22,1
RRTConnect,0.03924393653869629,1,75,30,15,1
RRTConnect,0.023743867874145508,1,120,48,24,1
RRTConnect,0.32308363914489746,1,0,0,0,0
RRTConnect,0.04329514503479004,1,110,44,22,1
RRTConnect,0.19819164276123047,1,0,0,0,0
RRTConnect,0.01784372329711914,1,100,40,20,1
RRTConnect,0.04326581954956055,1,90,36,18,1
RRTConnect,0.03426218032836914,1,75,30,15,1
RRTConnect,0.030872344970703125,1,125,50,25,1
RRTConnect,0.03229188919067383,1,50,20,10,1
RRTConnect,0.041100502014160156,1,120,48,24,1
RRTConnect,0.025010108947753906,1,125,50,25,1
RRTConnect,0.04919719696044922,1,110,44,22,1
RRTConnect,0.05945730209350586,1,105,42,21,1
RRTConnect,0.034491777420043945,1,85,34,17,1
RRTConnect,0.03139829635620117,1,105,42,21,1
RRTConnect,0.03598284721374512,1,125,50,25,1
RRTConnect,0.04633212089538574,1,95,38,19,1
RRTConnect,0.03744006156921387,1,90,36,18,1
RRTConnect,0.030126094818115234,1,90,36,18,1
RRTConnect,0.03481793403625488,1,100,40,20,1
RRTConnect,0.4667961597442627,1,0,0,0,0
RRTConnect,0.04073834419250488,1,100,40,20,1
RRTConnect,0.030029296875,1,100,40,20,1
RRTConnect,0.03705430030822754,1,110,44,22,1
RRTConnect,0.026430368423461914,1,80,32,16,1
RRTConnect,0.04123091697692871,1,105,42,21,1
RRTConnect,0.03216671943664551,1,95,38,19,1
RRTConnect,0.057589054107666016,1,120,48,24,1
RRTConnect,0.0430910587310791,1,90,36,18,1
RRTConnect,0.035819292068481445,1,95,38,19,1
RRTConnect,0.03837990760803223,1,80,32,16,1
RRTConnect,0.08372187614440918,1,0,0,0,0
RRTConnect,0.023653507232666016,1,90,36,18,1
RRTConnect,0.05213165283203125,1,75,30,15,1
RRTConnect,0.04356050491333008,1,100,40,20,1
RRTConnect,0.02895379066467285,1,130,52,26,1
RRTConnect,0.04558420181274414,1,95,38,19,1
RRTConnect,0.02898097038269043,1,115,46,23,1
RRTConnect,0.02168869972229004,1,70,28,14,1
RRTConnect,0.042981863021850586,1,120,48,24,1
RRTConnect,0.03973960876464844,1,90,36,18,1
RRTConnect,0.04970121383666992,1,95,38,19,1
RRTConnect,0.03251004219055176,1,125,50,25,1
RRTConnect,0.049254655838012695,1,120,48,24,1
RRTConnect,0.04246377944946289,1,100,40,20,1
RRTConnect,0.06042027473449707,1,95,38,19,1
RRTConnect,0.03851461410522461,1,125,50,25,1
RRTConnect,0.024958133697509766,1,95,38,19,1
RRTConnect,0.05210280418395996,1,130,52,26,1
RRTConnect,0.05901980400085449,1,95,38,19,1
RRTConnect,0.03802323341369629,1,95,38,19,1
RRTConnect,0.04250526428222656,1,125,50,25,1
RRTConnect,0.04787588119506836,1,120,48,24,1
RRTConnect,0.038311004638671875,1,90,36,18,1
RRTConnect,0.04322004318237305,1,95,38,19,1
RRTConnect,0.045410871505737305,1,110,44,22,1
RRTConnect,0.03987717628479004,1,115,46,23,1
RRTConnect,0.04013657569885254,1,90,36,18,1
RRTConnect,0.03065037727355957,1,110,44,22,1
RRTConnect,0.03923916816711426,1,100,40,20,1
RRTConnect,0.05105733871459961,1,85,34,17,1
RRTConnect,0.0720818042755127,1,130,52,26,1
RRTConnect,1.0357460975646973,1,0,0,0,0
RRTConnect,0.06107187271118164,1,85,34,17,1
RRTConnect,0.20320987701416016,1,0,0,0,0
RRTConnect,0.041930437088012695,1,95,38,19,1
RRTConnect,0.05321955680847168,1,95,38,19,1
RRTConnect,0.04948568344116211,1,75,30,15,1
RRTConnect,0.0596318244934082,1,90,36,18,1
RRTConnect,0.03429245948791504,1,75,30,15,1
RRTConnect,0.05041146278381348,1,120,48,24,1
RRTConnect,0.041950225830078125,1,110,44,22,1
RRTConnect,0.038526296615600586,1,130,52,26,1
RRTConnect,0.05097007751464844,1,100,40,20,1
RRTConnect,0.05372357368469238,1,90,36,18,1
RRTConnect,0.05979299545288086,1,90,36,18,1
RRTConnect,0.09036493301391602,1,110,44,22,1
RRTConnect,0.042832374572753906,1,95,38,19,1
RRTConnect,0.03796529769897461,1,130,52,26,1
RRTConnect,0.04595661163330078,1,125,50,25,1
RRTConnect,0.036969661712646484,1,110,44,22,1
RRTConnect,0.12209320068359375,1,115,46,23,1
RRTConnect,0.08624815940856934,1,105,42,21,1
RRTConnect,0.12807178497314453,1,115,46,23,1
RRTConnect,0.14977741241455078,1,90,36,18,1
RRTConnect,0.11877131462097168,1,85,34,17,1
RRTConnect,0.05518293380737305,1,75,30,15,1
RRTConnect,0.06992936134338379,1,90,36,18,1
RRTConnect,1.916353464126587,1,0,0,0,0
RRTConnect,0.039544105529785156,1,130,52,26,1
RRTConnect,0.06226158142089844,1,85,34,17,1
RRTConnect,0.05424380302429199,1,85,34,17,1
RRTConnect,2.0295238494873047,1,0,0,0,0
RRTConnect,0.05106711387634277,1,130,52,26,1
RRTConnect,0.056375980377197266,1,90,36,18,1
RRTConnect,0.34328293800354004,1,0,0,0,0
RRTConnect,0.1615428924560547,1,0,0,0,0
RRTConnect,0.038138628005981445,1,100,40,20,1
RRTConnect,0.04580974578857422,1,105,42,21,1
RRTConnect,0.04199624061584473,1,115,46,23,1
RRTConnect,0.03731393814086914,1,70,28,14,1
RRTConnect,0.06914782524108887,1,125,50,25,1
RRTConnect,0.045159101486206055,1,110,44,22,1
RRTConnect,0.029751062393188477,1,70,28,14,1
RRTConnect,0.037812232971191406,1,130,52,26,1
RRTConnect,0.034740447998046875,1,95,38,19,1
RRTConnect,0.03921103477478027,1,125,50,25,1
RRTConnect,0.06726813316345215,1,115,46,23,1
RRTConnect,0.04214787483215332,1,105,42,21,1
RRTConnect,0.5666165351867676,1,0,0,0,0
RRTConnect,0.0360262393951416,1,80,32,16,1
RRTConnect,0.05494284629821777,1,95,38,19,1
RRTConnect,0.030079364776611328,1,70,28,14,1
RRTConnect,0.03745770454406738,1,130,52,26,1
RRTConnect,0.0749368667602539,1,105,42,21,1
RRTConnect,0.05053877830505371,1,105,42,21,1
RRTConnect,0.05286717414855957,1,125,50,25,1
RRTConnect,0.04477882385253906,1,105,42,21,1
RRTConnect,0.04424405097961426,1,80,32,16,1
RRTConnect,0.040685176849365234,1,90,36,18,1
RRTConnect,0.06974911689758301,1,120,48,24,1
RRTConnect,0.05613422393798828,1,90,36,18,1
